id,codice,titolo_it,titolo_en,livello,codice_padre,livello_padre,ordine,created_at,updated_at
1113,30.32.00,"Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari",Manufacture of military air and spacecraft and related machinery,6,30.32.0,5,1113,2026-01-30 14:17:50,2026-01-30 14:17:50
1114,30.4,Fabbricazione di veicoli militari da combattimento,Manufacture of military fighting vehicles,3,30,2,1114,2026-01-30 14:17:50,2026-01-30 14:17:50
1115,30.40,Fabbricazione di veicoli militari da combattimento,Manufacture of military fighting vehicles,4,30.4,3,1115,2026-01-30 14:17:50,2026-01-30 14:17:50
1116,30.40.0,Fabbricazione di veicoli militari da combattimento,Manufacture of military fighting vehicles,5,30.40,4,1116,2026-01-30 14:17:50,2026-01-30 14:17:50
1117,30.40.00,Fabbricazione di veicoli militari da combattimento,Manufacture of military fighting vehicles,6,30.40.0,5,1117,2026-01-30 14:17:50,2026-01-30 14:17:50
1118,30.9,Fabbricazione di mezzi di trasporto n.c.a.,Manufacture of transport equipment n.e.c.,3,30,2,1118,2026-01-30 14:17:50,2026-01-30 14:17:50
1119,30.91,Fabbricazione di motocicli,Manufacture of motorcycles,4,30.9,3,1119,2026-01-30 14:17:50,2026-01-30 14:17:50
1120,30.91.1,"Fabbricazione di motocicli, escluse parti e accessori","Manufacture of motorcycles, other than parts and accessories",5,30.91,4,1120,2026-01-30 14:17:50,2026-01-30 14:17:50
1121,30.91.11,Fabbricazione di motori per motocicli,Manufacture of engines for motorcycles,6,30.91.1,5,1121,2026-01-30 14:17:50,2026-01-30 14:17:50
1122,30.91.12,"Fabbricazione di motocicli, esclusi motori","Manufacture of motorcycles, other than engines",6,30.91.1,5,1122,2026-01-30 14:17:50,2026-01-30 14:17:50
1123,30.91.2,Fabbricazione di parti e accessori per motocicli,Manufacture of parts and accessories for motorcycles,5,30.91,4,1123,2026-01-30 14:17:50,2026-01-30 14:17:50
1124,30.91.20,Fabbricazione di parti e accessori per motocicli,Manufacture of parts and accessories for motorcycles,6,30.91.2,5,1124,2026-01-30 14:17:50,2026-01-30 14:17:50
1125,30.92,Fabbricazione di biciclette e veicoli per disabili,Manufacture of bicycles and invalid carriages,4,30.9,3,1125,2026-01-30 14:17:50,2026-01-30 14:17:50
1126,30.92.1,"Fabbricazione di biciclette, escluse parti e accessori","Manufacture of bicycles, other than parts and accessories",5,30.92,4,1126,2026-01-30 14:17:50,2026-01-30 14:17:50
1127,30.92.10,"Fabbricazione di biciclette, escluse parti e accessori","Manufacture of bicycles, other than parts and accessories",6,30.92.1,5,1127,2026-01-30 14:17:50,2026-01-30 14:17:50
1128,30.92.2,Fabbricazione di parti e accessori per biciclette,Manufacture of parts and accessories for bicycles,5,30.92,4,1128,2026-01-30 14:17:50,2026-01-30 14:17:50
1129,30.92.20,Fabbricazione di parti e accessori per biciclette,Manufacture of parts and accessories for bicycles,6,30.92.2,5,1129,2026-01-30 14:17:50,2026-01-30 14:17:50
1130,30.92.3,Fabbricazione di veicoli per disabili,Manufacture of invalid carriages,5,30.92,4,1130,2026-01-30 14:17:50,2026-01-30 14:17:50
1131,30.92.30,Fabbricazione di veicoli per disabili,Manufacture of invalid carriages,6,30.92.3,5,1131,2026-01-30 14:17:50,2026-01-30 14:17:50
1132,30.92.4,Fabbricazione di carrozzine e passeggini,Manufacture of baby carriages,5,30.92,4,1132,2026-01-30 14:17:50,2026-01-30 14:17:50
1133,30.92.40,Fabbricazione di carrozzine e passeggini,Manufacture of baby carriages,6,30.92.4,5,1133,2026-01-30 14:17:50,2026-01-30 14:17:50
1134,30.99,Fabbricazione di altri mezzi di trasporto n.c.a.,Manufacture of other transport equipment n.e.c.,4,30.9,3,1134,2026-01-30 14:17:50,2026-01-30 14:17:50
1135,30.99.0,Fabbricazione di altri mezzi di trasporto n.c.a.,Manufacture of other transport equipment n.e.c.,5,30.99,4,1135,2026-01-30 14:17:50,2026-01-30 14:17:50
1136,30.99.00,Fabbricazione di altri mezzi di trasporto n.c.a.,Manufacture of other transport equipment n.e.c.,6,30.99.0,5,1136,2026-01-30 14:17:50,2026-01-30 14:17:50
1137,31,Fabbricazione di mobili,Manufacture of furniture,2,C,1,1137,2026-01-30 14:17:50,2026-01-30 14:17:50
1138,31.0,Fabbricazione di mobili,Manufacture of furniture,3,31,2,1138,2026-01-30 14:17:50,2026-01-30 14:17:50
1139,31.00,Fabbricazione di mobili,Manufacture of furniture,4,31.0,3,1139,2026-01-30 14:17:50,2026-01-30 14:17:50
1140,31.00.1,"Fabbricazione di mobili per negozi, uffici e altri spazi per collettività","Manufacture of furniture for shops, offices and other similar places",5,31.00,4,1140,2026-01-30 14:17:50,2026-01-30 14:17:50
1141,31.00.11,"Fabbricazione di moduli dedicati al comfort acustico per negozi, uffici e altri spazi per collettività","Manufacture of acoustic absorbing furniture for shops, offices and other similar places",6,31.00.1,5,1141,2026-01-30 14:17:50,2026-01-30 14:17:50
1142,31.00.12,Fabbricazione di sedie e poltrone per negozi,Manufacture of chairs and seats for shops,6,31.00.1,5,1142,2026-01-30 14:17:50,2026-01-30 14:17:50
1143,31.00.13,Fabbricazione di altri mobili per negozi,Manufacture of furniture for shops other than chairs and seats,6,31.00.1,5,1143,2026-01-30 14:17:50,2026-01-30 14:17:50
1144,31.00.14,Fabbricazione di sedie e poltrone per uffici e altri spazi per collettività,Manufacture of chairs and seats for offices and other similar places,6,31.00.1,5,1144,2026-01-30 14:17:50,2026-01-30 14:17:50
1145,31.00.15,Fabbricazione di altri mobili per uffici e altri spazi per collettività,Manufacture of furniture for offices and other similar places other than chairs and seats,6,31.00.1,5,1145,2026-01-30 14:17:50,2026-01-30 14:17:50
1146,31.00.2,Fabbricazione di mobili da cucina,Manufacture of kitchen furniture,5,31.00,4,1146,2026-01-30 14:17:50,2026-01-30 14:17:50
1147,31.00.20,Fabbricazione di mobili da cucina,Manufacture of kitchen furniture,6,31.00.2,5,1147,2026-01-30 14:17:50,2026-01-30 14:17:50
1148,31.00.3,Fabbricazione di altri mobili per la casa,Manufacture of other home furniture,5,31.00,4,1148,2026-01-30 14:17:50,2026-01-30 14:17:50
1149,31.00.31,"Fabbricazione di mobili per arredo interno, esclusi mobili da cucina, sedie, divani e prodotti simili","Manufacture of home furniture, excluding kitchen furniture, chairs, sofas and similar products",6,31.00.3,5,1149,2026-01-30 14:17:50,2026-01-30 14:17:50
1150,31.00.32,Fabbricazione di mobili per arredo esterno,Manufacture of outdoor furniture,6,31.00.3,5,1150,2026-01-30 14:17:50,2026-01-30 14:17:50
1151,31.00.33,Fabbricazione di sedie e sedili,Manufacture of chairs and seats,6,31.00.3,5,1151,2026-01-30 14:17:50,2026-01-30 14:17:50
1152,31.00.34,"Fabbricazione di divani, divani letto e poltrone","Manufacture of sofas, sofa beds and sofa sets",6,31.00.3,5,1152,2026-01-30 14:17:50,2026-01-30 14:17:50
1153,31.00.35,Fabbricazione di materassi,Manufacture of mattresses,6,31.00.3,5,1153,2026-01-30 14:17:50,2026-01-30 14:17:50
1154,31.00.36,Fabbricazione di parti e accessori di mobili,Manufacture of furniture parts and accessories,6,31.00.3,5,1154,2026-01-30 14:17:50,2026-01-30 14:17:50
1155,31.00.37,Finitura di mobili,Finishing of furniture,6,31.00.3,5,1155,2026-01-30 14:17:50,2026-01-30 14:17:50
1156,31.00.39,Fabbricazione di altri mobili n.c.a.,Manufacture of other furniture n.e.c.,6,31.00.3,5,1156,2026-01-30 14:17:50,2026-01-30 14:17:50
1157,32,Altre attività manifatturiere,Other manufacturing,2,C,1,1157,2026-01-30 14:17:50,2026-01-30 14:17:50
1158,32.1,"Fabbricazione di gioielleria, bigiotteria e articoli connessi","Manufacture of jewellery, bijouterie and related articles",3,32,2,1158,2026-01-30 14:17:50,2026-01-30 14:17:50
1159,32.11,Coniazione di monete,Striking of coins,4,32.1,3,1159,2026-01-30 14:17:50,2026-01-30 14:17:50
1160,32.11.0,Coniazione di monete,Striking of coins,5,32.11,4,1160,2026-01-30 14:17:50,2026-01-30 14:17:50
1161,32.11.00,Coniazione di monete,Striking of coins,6,32.11.0,5,1161,2026-01-30 14:17:50,2026-01-30 14:17:50
1162,32.12,Fabbricazione di gioielli e articoli simili,Manufacture of jewellery and related articles,4,32.1,3,1162,2026-01-30 14:17:50,2026-01-30 14:17:50
1163,32.12.1,Lavorazione di pietre preziose e semipreziose,Production of precious and semi-precious stones in the worked state,5,32.12,4,1163,2026-01-30 14:17:50,2026-01-30 14:17:50
1164,32.12.10,Lavorazione di pietre preziose e semipreziose,Production of precious and semi-precious stones in the worked state,6,32.12.1,5,1164,2026-01-30 14:17:50,2026-01-30 14:17:50
1165,32.12.2,Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi,Manufacture of jewellery and goldsmiths' articles of precious metals,5,32.12,4,1165,2026-01-30 14:17:50,2026-01-30 14:17:50
1166,32.12.20,Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi,Manufacture of jewellery and goldsmiths' articles of precious metals,6,32.12.2,5,1166,2026-01-30 14:17:50,2026-01-30 14:17:50
1167,32.13,Fabbricazione di bigiotteria e articoli simili,Manufacture of imitation jewellery and related articles,4,32.1,3,1167,2026-01-30 14:17:50,2026-01-30 14:17:50
1168,32.13.0,Fabbricazione di bigiotteria e articoli simili,Manufacture of imitation jewellery and related articles,5,32.13,4,1168,2026-01-30 14:17:50,2026-01-30 14:17:50
1169,32.13.00,Fabbricazione di bigiotteria e articoli simili,Manufacture of imitation jewellery and related articles,6,32.13.0,5,1169,2026-01-30 14:17:50,2026-01-30 14:17:50
1170,32.2,Fabbricazione di strumenti musicali,Manufacture of musical instruments,3,32,2,1170,2026-01-30 14:17:50,2026-01-30 14:17:50
1171,32.20,Fabbricazione di strumenti musicali,Manufacture of musical instruments,4,32.2,3,1171,2026-01-30 14:17:50,2026-01-30 14:17:50
1172,32.20.0,Fabbricazione di strumenti musicali,Manufacture of musical instruments,5,32.20,4,1172,2026-01-30 14:17:50,2026-01-30 14:17:50
1173,32.20.00,Fabbricazione di strumenti musicali,Manufacture of musical instruments,6,32.20.0,5,1173,2026-01-30 14:17:50,2026-01-30 14:17:50
1174,32.3,Fabbricazione di articoli sportivi,Manufacture of sports goods,3,32,2,1174,2026-01-30 14:17:50,2026-01-30 14:17:50
1175,32.30,Fabbricazione di articoli sportivi,Manufacture of sports goods,4,32.3,3,1175,2026-01-30 14:17:50,2026-01-30 14:17:50
1176,32.30.0,Fabbricazione di articoli sportivi,Manufacture of sports goods,5,32.30,4,1176,2026-01-30 14:17:50,2026-01-30 14:17:50
1177,32.30.01,"Fabbricazione di attrezzature da palestra, per centri di fitness e per atletica","Manufacture of gymnasium, fitness centre or athletic equipment",6,32.30.0,5,1177,2026-01-30 14:17:50,2026-01-30 14:17:50
1178,32.30.09,Fabbricazione di altri articoli sportivi,Manufacture of other sports goods,6,32.30.0,5,1178,2026-01-30 14:17:50,2026-01-30 14:17:50
1179,32.4,Fabbricazione di giochi e giocattoli,Manufacture of games and toys,3,32,2,1179,2026-01-30 14:17:50,2026-01-30 14:17:50
1180,32.40,Fabbricazione di giochi e giocattoli,Manufacture of games and toys,4,32.4,3,1180,2026-01-30 14:17:50,2026-01-30 14:17:50
1181,32.40.1,Fabbricazione di giochi,Manufacture of games,5,32.40,4,1181,2026-01-30 14:17:50,2026-01-30 14:17:50
1182,32.40.10,Fabbricazione di giochi,Manufacture of games,6,32.40.1,5,1182,2026-01-30 14:17:50,2026-01-30 14:17:50
1183,32.40.2,Fabbricazione di giocattoli,Manufacture of toys,5,32.40,4,1183,2026-01-30 14:17:50,2026-01-30 14:17:50
1184,32.40.20,Fabbricazione di giocattoli,Manufacture of toys,6,32.40.2,5,1184,2026-01-30 14:17:50,2026-01-30 14:17:50
1185,32.5,Fabbricazione di strumenti e forniture mediche e dentistiche,Manufacture of medical and dental instruments and supplies,3,32,2,1185,2026-01-30 14:17:50,2026-01-30 14:17:50
1186,32.50,Fabbricazione di strumenti e forniture mediche e dentistiche,Manufacture of medical and dental instruments and supplies,4,32.5,3,1186,2026-01-30 14:17:50,2026-01-30 14:17:50
1187,32.50.1,Fabbricazione di protesi dentarie,Manufacture of dentures,5,32.50,4,1187,2026-01-30 14:17:50,2026-01-30 14:17:50
1188,32.50.10,Fabbricazione di protesi dentarie,Manufacture of dentures,6,32.50.1,5,1188,2026-01-30 14:17:50,2026-01-30 14:17:50
1189,32.50.2,Fabbricazione di altre protesi e ausili,Manufacture of other prosthetic devices and aids,5,32.50,4,1189,2026-01-30 14:17:50,2026-01-30 14:17:50
1190,32.50.20,Fabbricazione di altre protesi e ausili,Manufacture of other prosthetic devices and aids,6,32.50.2,5,1190,2026-01-30 14:17:50,2026-01-30 14:17:50
1191,32.50.3,Fabbricazione di lenti oftalmiche,Manufacture of ophthalmic lenses,5,32.50,4,1191,2026-01-30 14:17:50,2026-01-30 14:17:50
1192,32.50.30,Fabbricazione di lenti oftalmiche,Manufacture of ophthalmic lenses,6,32.50.3,5,1192,2026-01-30 14:17:50,2026-01-30 14:17:50
1193,32.50.4,Fabbricazione di montature per occhiali,Manufacture of eyeglass frames,5,32.50,4,1193,2026-01-30 14:17:50,2026-01-30 14:17:50
1194,32.50.40,Fabbricazione di montature per occhiali,Manufacture of eyeglass frames,6,32.50.4,5,1194,2026-01-30 14:17:50,2026-01-30 14:17:50
1195,32.50.5,Fabbricazione di altri strumenti e forniture mediche e dentistiche,Manufacture of other medical and dental instruments and supplies,5,32.50,4,1195,2026-01-30 14:17:50,2026-01-30 14:17:50
1196,32.50.51,Fabbricazione di strumenti e apparecchiature mediche e dentistiche,Manufacture of medical and dental instruments and appliances,6,32.50.5,5,1196,2026-01-30 14:17:50,2026-01-30 14:17:50
1197,32.50.52,Fabbricazione di forniture mediche e dentistiche,Manufacture of medical and dental supplies,6,32.50.5,5,1197,2026-01-30 14:17:50,2026-01-30 14:17:50
1198,32.50.53,Fabbricazione di mobili per uso medico e dentistico,Manufacture of medical and dental furniture,6,32.50.5,5,1198,2026-01-30 14:17:50,2026-01-30 14:17:50
1199,32.9,Attività manifatturiere n.c.a.,Manufacturing n.e.c.,3,32,2,1199,2026-01-30 14:17:50,2026-01-30 14:17:50
1200,32.91,Fabbricazione di scope e spazzole,Manufacture of brooms and brushes,4,32.9,3,1200,2026-01-30 14:17:50,2026-01-30 14:17:50
1201,32.91.0,Fabbricazione di scope e spazzole,Manufacture of brooms and brushes,5,32.91,4,1201,2026-01-30 14:17:50,2026-01-30 14:17:50
1202,32.91.00,Fabbricazione di scope e spazzole,Manufacture of brooms and brushes,6,32.91.0,5,1202,2026-01-30 14:17:50,2026-01-30 14:17:50
1203,32.99,Altre attività manifatturiere n.c.a.,Other manufacturing n.e.c.,4,32.9,3,1203,2026-01-30 14:17:50,2026-01-30 14:17:50
1204,32.99.1,Fabbricazione di dispositivi protettivi di sicurezza,Manufacture of protective safety equipment,5,32.99,4,1204,2026-01-30 14:17:50,2026-01-30 14:17:50
1205,32.99.10,Fabbricazione di dispositivi protettivi di sicurezza,Manufacture of protective safety equipment,6,32.99.1,5,1205,2026-01-30 14:17:50,2026-01-30 14:17:50
1206,32.99.2,"Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini","Manufacture of umbrellas, buttons, zippers, wigs and similar articles",5,32.99,4,1206,2026-01-30 14:17:50,2026-01-30 14:17:50
1207,32.99.20,"Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini","Manufacture of umbrellas, buttons, zippers, wigs and similar articles",6,32.99.2,5,1207,2026-01-30 14:17:50,2026-01-30 14:17:50
1208,32.99.3,Fabbricazione di articoli di cancelleria,Manufacture of stationery articles,5,32.99,4,1208,2026-01-30 14:17:50,2026-01-30 14:17:50
1209,32.99.30,Fabbricazione di articoli di cancelleria,Manufacture of stationery articles,6,32.99.3,5,1209,2026-01-30 14:17:50,2026-01-30 14:17:50
1210,32.99.4,Fabbricazione di casse funebri,Manufacture of burial coffins,5,32.99,4,1210,2026-01-30 14:17:50,2026-01-30 14:17:50
1211,32.99.40,Fabbricazione di casse funebri,Manufacture of burial coffins,6,32.99.4,5,1211,2026-01-30 14:17:50,2026-01-30 14:17:50
1212,32.99.9,Fabbricazione di altri articoli n.c.a.,Manufacture of other articles n.e.c.,5,32.99,4,1212,2026-01-30 14:17:50,2026-01-30 14:17:50
1213,32.99.91,Fabbricazione di sigarette elettroniche,Manufacture of electronic cigarettes,6,32.99.9,5,1213,2026-01-30 14:17:50,2026-01-30 14:17:50
1214,32.99.99,Fabbricazione di altri articoli vari n.c.a.,Manufacture of other various articles n.e.c.,6,32.99.9,5,1214,2026-01-30 14:17:50,2026-01-30 14:17:50
1215,33,"Riparazione, manutenzione e installazione di macchine e apparecchiature","Repair, maintenance and installation of machinery and equipment",2,C,1,1215,2026-01-30 14:17:50,2026-01-30 14:17:50
1216,33.1,"Riparazione e manutenzione di prodotti in metallo, macchine e apparecchiature","Repair and maintenance of fabricated metal products, machinery and equipment",3,33,2,1216,2026-01-30 14:17:50,2026-01-30 14:17:50
1217,33.11,Riparazione e manutenzione di prodotti in metallo,Repair and maintenance of fabricated metal products,4,33.1,3,1217,2026-01-30 14:17:50,2026-01-30 14:17:50
1218,33.11.0,Riparazione e manutenzione di prodotti in metallo,Repair and maintenance of fabricated metal products,5,33.11,4,1218,2026-01-30 14:17:50,2026-01-30 14:17:50
1219,33.11.01,"Riparazione e manutenzione di cisterne, serbatoi e contenitori in metallo","Repair and maintenance of metal tanks, reservoirs and containers",6,33.11.0,5,1219,2026-01-30 14:17:50,2026-01-30 14:17:50
